month_start,year,month,year_month,state,fatalities
2009-01-01,2009,1,2009-01,NT,2
2009-01-01,2009,1,2009-01,QLD,27
2009-01-01,2009,1,2009-01,SA,6
2009-01-01,2009,1,2009-01,TAS,11
2009-01-01,2009,1,2009-01,VIC,31
2009-01-01,2009,1,2009-01,WA,12
2009-02-01,2009,2,2009-02,NSW,34
2009-02-01,2009,2,2009-02,QLD,26
2009-02-01,2009,2,2009-02,SA,15
2009-02-01,2009,2,2009-02,TAS,4
2009-02-01,2009,2,2009-02,VIC,18
2009-02-01,2009,2,2009-02,WA,20
2009-03-01,2009,3,2009-03,ACT,3
2009-03-01,2009,3,2009-03,NSW,39
2009-03-01,2009,3,2009-03,NT,2
2009-03-01,2009,3,2009-03,QLD,31
2009-03-01,2009,3,2009-03,SA,13
2009-03-01,2009,3,2009-03,TAS,5
2009-03-01,2009,3,2009-03,VIC,23
2009-03-01,2009,3,2009-03,WA,16
2009-04-01,2009,4,2009-04,ACT,1
2009-04-01,2009,4,2009-04,NSW,55
2009-04-01,2009,4,2009-04,NT,2
2009-04-01,2009,4,2009-04,QLD,36
2009-04-01,2009,4,2009-04,SA,7
2009-04-01,2009,4,2009-04,TAS,7
2009-04-01,2009,4,2009-04,VIC,32
2009-04-01,2009,4,2009-04,WA,13
2009-05-01,2009,5,2009-05,ACT,1
2009-05-01,2009,5,2009-05,NSW,36
2009-05-01,2009,5,2009-05,NT,3
2009-05-01,2009,5,2009-05,QLD,27
2009-05-01,2009,5,2009-05,SA,20
2009-05-01,2009,5,2009-05,TAS,7
2009-05-01,2009,5,2009-05,VIC,19
2009-05-01,2009,5,2009-05,WA,17
2009-06-01,2009,6,2009-06,ACT,2
2009-06-01,2009,6,2009-06,NSW,35
2009-06-01,2009,6,2009-06,NT,4
2009-06-01,2009,6,2009-06,QLD,34
2009-06-01,2009,6,2009-06,SA,9
2009-06-01,2009,6,2009-06,TAS,3
2009-06-01,2009,6,2009-06,VIC,30
2009-06-01,2009,6,2009-06,WA,14
2009-07-01,2009,7,2009-07,ACT,1
2009-07-01,2009,7,2009-07,NSW,27
2009-07-01,2009,7,2009-07,NT,3
2009-07-01,2009,7,2009-07,QLD,32
2009-07-01,2009,7,2009-07,SA,5
2009-07-01,2009,7,2009-07,TAS,13
2009-07-01,2009,7,2009-07,VIC,19
2009-07-01,2009,7,2009-07,WA,9
2009-08-01,2009,8,2009-08,NSW,49
2009-08-01,2009,8,2009-08,NT,2
2009-08-01,2009,8,2009-08,QLD,23
2009-08-01,2009,8,2009-08,SA,9
2009-08-01,2009,8,2009-08,TAS,2
2009-08-01,2009,8,2009-08,VIC,21
2009-08-01,2009,8,2009-08,WA,11
2009-09-01,2009,9,2009-09,ACT,2
2009-09-01,2009,9,2009-09,NSW,42
2009-09-01,2009,9,2009-09,NT,4
2009-09-01,2009,9,2009-09,QLD,32
2009-09-01,2009,9,2009-09,SA,11
2009-09-01,2009,9,2009-09,VIC,14
2009-09-01,2009,9,2009-09,WA,8
2009-10-01,2009,10,2009-10,ACT,2
2009-10-01,2009,10,2009-10,NSW,45
2009-10-01,2009,10,2009-10,NT,5
2009-10-01,2009,10,2009-10,QLD,22
2009-10-01,2009,10,2009-10,SA,7
2009-10-01,2009,10,2009-10,TAS,2
2009-10-01,2009,10,2009-10,VIC,28
2009-10-01,2009,10,2009-10,WA,32
2009-11-01,2009,11,2009-11,NSW,30
2009-11-01,2009,11,2009-11,NT,2
2009-11-01,2009,11,2009-11,QLD,22
2009-11-01,2009,11,2009-11,SA,9
2009-11-01,2009,11,2009-11,TAS,2
2009-11-01,2009,11,2009-11,VIC,21
2009-11-01,2009,11,2009-11,WA,21
2009-12-01,2009,12,2009-12,NSW,36
2009-12-01,2009,12,2009-12,NT,2
2009-12-01,2009,12,2009-12,QLD,19
2009-12-01,2009,12,2009-12,SA,8
2009-12-01,2009,12,2009-12,TAS,7
2009-12-01,2009,12,2009-12,VIC,34
2009-12-01,2009,12,2009-12,WA,18
2010-01-01,2010,1,2010-01,ACT,1
2010-01-01,2010,1,2010-01,NSW,43
2010-01-01,2010,1,2010-01,NT,5
2010-01-01,2010,1,2010-01,QLD,15
2010-01-01,2010,1,2010-01,SA,21
2010-01-01,2010,1,2010-01,TAS,4
2010-01-01,2010,1,2010-01,VIC,26
2010-01-01,2010,1,2010-01,WA,11
2010-02-01,2010,2,2010-02,ACT,2
2010-02-01,2010,2,2010-02,NSW,34
2010-02-01,2010,2,2010-02,NT,1
2010-02-01,2010,2,2010-02,QLD,20
2010-02-01,2010,2,2010-02,SA,9
2010-02-01,2010,2,2010-02,TAS,2
2010-02-01,2010,2,2010-02,VIC,25
2010-02-01,2010,2,2010-02,WA,5
2010-03-01,2010,3,2010-03,ACT,5
2010-03-01,2010,3,2010-03,NSW,26
2010-03-01,2010,3,2010-03,NT,3
2010-03-01,2010,3,2010-03,QLD,16
2010-03-01,2010,3,2010-03,SA,10
2010-03-01,2010,3,2010-03,TAS,4
2010-03-01,2010,3,2010-03,VIC,23
2010-03-01,2010,3,2010-03,WA,17
2010-04-01,2010,4,2010-04,ACT,3
2010-04-01,2010,4,2010-04,NSW,43
2010-04-01,2010,4,2010-04,NT,2
2010-04-01,2010,4,2010-04,QLD,20
2010-04-01,2010,4,2010-04,SA,9
2010-04-01,2010,4,2010-04,TAS,1
2010-04-01,2010,4,2010-04,VIC,20
2010-04-01,2010,4,2010-04,WA,17
2010-05-01,2010,5,2010-05,ACT,3
2010-05-01,2010,5,2010-05,NSW,37
2010-05-01,2010,5,2010-05,NT,3
2010-05-01,2010,5,2010-05,QLD,22
2010-05-01,2010,5,2010-05,SA,12
2010-05-01,2010,5,2010-05,TAS,5
2010-05-01,2010,5,2010-05,VIC,31
2010-05-01,2010,5,2010-05,WA,21
2010-06-01,2010,6,2010-06,ACT,1
2010-06-01,2010,6,2010-06,NSW,33
2010-06-01,2010,6,2010-06,NT,3
2010-06-01,2010,6,2010-06,QLD,26
2010-06-01,2010,6,2010-06,SA,8
2010-06-01,2010,6,2010-06,TAS,1
2010-06-01,2010,6,2010-06,VIC,26
2010-06-01,2010,6,2010-06,WA,13
2010-07-01,2010,7,2010-07,ACT,2
2010-07-01,2010,7,2010-07,NSW,23
2010-07-01,2010,7,2010-07,NT,10
2010-07-01,2010,7,2010-07,QLD,23
2010-07-01,2010,7,2010-07,SA,7
2010-07-01,2010,7,2010-07,TAS,2
2010-07-01,2010,7,2010-07,VIC,26
2010-07-01,2010,7,2010-07,WA,14
2010-08-01,2010,8,2010-08,NSW,27
2010-08-01,2010,8,2010-08,NT,7
2010-08-01,2010,8,2010-08,QLD,15
2010-08-01,2010,8,2010-08,SA,7
2010-08-01,2010,8,2010-08,TAS,3
2010-08-01,2010,8,2010-08,VIC,18
2010-08-01,2010,8,2010-08,WA,17
2010-09-01,2010,9,2010-09,ACT,1
2010-09-01,2010,9,2010-09,NSW,37
2010-09-01,2010,9,2010-09,NT,3
2010-09-01,2010,9,2010-09,QLD,25
2010-09-01,2010,9,2010-09,SA,3
2010-09-01,2010,9,2010-09,TAS,1
2010-09-01,2010,9,2010-09,VIC,17
2010-09-01,2010,9,2010-09,WA,17
2010-10-01,2010,10,2010-10,NSW,39
2010-10-01,2010,10,2010-10,NT,4
2010-10-01,2010,10,2010-10,QLD,17
2010-10-01,2010,10,2010-10,SA,12
2010-10-01,2010,10,2010-10,TAS,1
2010-10-01,2010,10,2010-10,VIC,36
2010-10-01,2010,10,2010-10,WA,12
2010-11-01,2010,11,2010-11,NSW,38
2010-11-01,2010,11,2010-11,NT,4
2010-11-01,2010,11,2010-11,QLD,25
2010-11-01,2010,11,2010-11,SA,12
2010-11-01,2010,11,2010-11,TAS,3
2010-11-01,2010,11,2010-11,VIC,12
2010-11-01,2010,11,2010-11,WA,25
2010-12-01,2010,12,2010-12,ACT,1
2010-12-01,2010,12,2010-12,NSW,25
2010-12-01,2010,12,2010-12,NT,5
2010-12-01,2010,12,2010-12,QLD,25
2010-12-01,2010,12,2010-12,SA,8
2010-12-01,2010,12,2010-12,TAS,4
2010-12-01,2010,12,2010-12,VIC,28
2010-12-01,2010,12,2010-12,WA,24
2011-01-01,2011,1,2011-01,ACT,2
2011-01-01,2011,1,2011-01,NSW,28
2011-01-01,2011,1,2011-01,QLD,17
2011-01-01,2011,1,2011-01,SA,12
2011-01-01,2011,1,2011-01,TAS,3
2011-01-01,2011,1,2011-01,VIC,18
2011-01-01,2011,1,2011-01,WA,10
2011-02-01,2011,2,2011-02,NSW,30
2011-02-01,2011,2,2011-02,NT,2
2011-02-01,2011,2,2011-02,QLD,16
2011-02-01,2011,2,2011-02,SA,9
2011-02-01,2011,2,2011-02,TAS,2
2011-02-01,2011,2,2011-02,VIC,20
2011-02-01,2011,2,2011-02,WA,20
2011-03-01,2011,3,2011-03,ACT,4
2011-03-01,2011,3,2011-03,NSW,31
2011-03-01,2011,3,2011-03,QLD,23
2011-03-01,2011,3,2011-03,SA,7
2011-03-01,2011,3,2011-03,TAS,2
2011-03-01,2011,3,2011-03,VIC,34
2011-03-01,2011,3,2011-03,WA,11
2011-04-01,2011,4,2011-04,NSW,25
2011-04-01,2011,4,2011-04,NT,3
2011-04-01,2011,4,2011-04,QLD,23
2011-04-01,2011,4,2011-04,SA,12
2011-04-01,2011,4,2011-04,TAS,2
2011-04-01,2011,4,2011-04,VIC,31
2011-04-01,2011,4,2011-04,WA,19
2011-05-01,2011,5,2011-05,NSW,25
2011-05-01,2011,5,2011-05,NT,2
2011-05-01,2011,5,2011-05,QLD,26
2011-05-01,2011,5,2011-05,SA,11
2011-05-01,2011,5,2011-05,TAS,2
2011-05-01,2011,5,2011-05,VIC,30
2011-05-01,2011,5,2011-05,WA,13
2011-06-01,2011,6,2011-06,NSW,27
2011-06-01,2011,6,2011-06,NT,4
2011-06-01,2011,6,2011-06,QLD,16
2011-06-01,2011,6,2011-06,SA,11
2011-06-01,2011,6,2011-06,TAS,6
2011-06-01,2011,6,2011-06,VIC,24
2011-06-01,2011,6,2011-06,WA,17
2011-07-01,2011,7,2011-07,NSW,29
2011-07-01,2011,7,2011-07,NT,9
2011-07-01,2011,7,2011-07,QLD,25
2011-07-01,2011,7,2011-07,SA,7
2011-07-01,2011,7,2011-07,VIC,25
2011-07-01,2011,7,2011-07,WA,5
2011-08-01,2011,8,2011-08,NSW,38
2011-08-01,2011,8,2011-08,NT,3
2011-08-01,2011,8,2011-08,QLD,29
2011-08-01,2011,8,2011-08,SA,8
2011-08-01,2011,8,2011-08,TAS,1
2011-08-01,2011,8,2011-08,VIC,14
2011-08-01,2011,8,2011-08,WA,17
2011-09-01,2011,9,2011-09,NSW,29
2011-09-01,2011,9,2011-09,NT,5
2011-09-01,2011,9,2011-09,QLD,20
2011-09-01,2011,9,2011-09,SA,6
2011-09-01,2011,9,2011-09,VIC,12
2011-09-01,2011,9,2011-09,WA,17
2011-10-01,2011,10,2011-10,NSW,23
2011-10-01,2011,10,2011-10,NT,5
2011-10-01,2011,10,2011-10,QLD,16
2011-10-01,2011,10,2011-10,SA,7
2011-10-01,2011,10,2011-10,TAS,1
2011-10-01,2011,10,2011-10,VIC,22
2011-10-01,2011,10,2011-10,WA,17
2011-11-01,2011,11,2011-11,NSW,39
2011-11-01,2011,11,2011-11,NT,6
2011-11-01,2011,11,2011-11,QLD,33
2011-11-01,2011,11,2011-11,SA,6
2011-11-01,2011,11,2011-11,TAS,3
2011-11-01,2011,11,2011-11,VIC,30
2011-11-01,2011,11,2011-11,WA,18
2011-12-01,2011,12,2011-12,NSW,40
2011-12-01,2011,12,2011-12,NT,6
2011-12-01,2011,12,2011-12,QLD,25
2011-12-01,2011,12,2011-12,SA,7
2011-12-01,2011,12,2011-12,TAS,2
2011-12-01,2011,12,2011-12,VIC,27
2011-12-01,2011,12,2011-12,WA,15
2012-01-01,2012,1,2012-01,NSW,32
2012-01-01,2012,1,2012-01,NT,3
2012-01-01,2012,1,2012-01,QLD,25
2012-01-01,2012,1,2012-01,SA,6
2012-01-01,2012,1,2012-01,TAS,2
2012-01-01,2012,1,2012-01,VIC,30
2012-01-01,2012,1,2012-01,WA,9
2012-02-01,2012,2,2012-02,NSW,25
2012-02-01,2012,2,2012-02,NT,2
2012-02-01,2012,2,2012-02,QLD,17
2012-02-01,2012,2,2012-02,SA,9
2012-02-01,2012,2,2012-02,TAS,3
2012-02-01,2012,2,2012-02,VIC,20
2012-02-01,2012,2,2012-02,WA,18
2012-03-01,2012,3,2012-03,NSW,33
2012-03-01,2012,3,2012-03,NT,1
2012-03-01,2012,3,2012-03,QLD,15
2012-03-01,2012,3,2012-03,SA,10
2012-03-01,2012,3,2012-03,TAS,1
2012-03-01,2012,3,2012-03,VIC,25
2012-03-01,2012,3,2012-03,WA,16
2012-04-01,2012,4,2012-04,ACT,1
2012-04-01,2012,4,2012-04,NSW,33
2012-04-01,2012,4,2012-04,NT,4
2012-04-01,2012,4,2012-04,QLD,26
2012-04-01,2012,4,2012-04,SA,11
2012-04-01,2012,4,2012-04,TAS,1
2012-04-01,2012,4,2012-04,VIC,19
2012-04-01,2012,4,2012-04,WA,11
2012-05-01,2012,5,2012-05,ACT,2
2012-05-01,2012,5,2012-05,NSW,31
2012-05-01,2012,5,2012-05,NT,3
2012-05-01,2012,5,2012-05,QLD,30
2012-05-01,2012,5,2012-05,SA,5
2012-05-01,2012,5,2012-05,TAS,3
2012-05-01,2012,5,2012-05,VIC,23
2012-05-01,2012,5,2012-05,WA,17
2012-06-01,2012,6,2012-06,ACT,2
2012-06-01,2012,6,2012-06,NSW,34
2012-06-01,2012,6,2012-06,NT,6
2012-06-01,2012,6,2012-06,QLD,17
2012-06-01,2012,6,2012-06,SA,7
2012-06-01,2012,6,2012-06,TAS,2
2012-06-01,2012,6,2012-06,VIC,22
2012-06-01,2012,6,2012-06,WA,17
2012-07-01,2012,7,2012-07,ACT,1
2012-07-01,2012,7,2012-07,NSW,24
2012-07-01,2012,7,2012-07,NT,6
2012-07-01,2012,7,2012-07,QLD,17
2012-07-01,2012,7,2012-07,SA,5
2012-07-01,2012,7,2012-07,TAS,3
2012-07-01,2012,7,2012-07,VIC,17
2012-07-01,2012,7,2012-07,WA,16
2012-08-01,2012,8,2012-08,NSW,36
2012-08-01,2012,8,2012-08,NT,9
2012-08-01,2012,8,2012-08,QLD,33
2012-08-01,2012,8,2012-08,SA,9
2012-08-01,2012,8,2012-08,TAS,2
2012-08-01,2012,8,2012-08,VIC,25
2012-08-01,2012,8,2012-08,WA,12
2012-09-01,2012,9,2012-09,ACT,2
2012-09-01,2012,9,2012-09,NSW,30
2012-09-01,2012,9,2012-09,NT,3
2012-09-01,2012,9,2012-09,QLD,30
2012-09-01,2012,9,2012-09,SA,8
2012-09-01,2012,9,2012-09,TAS,6
2012-09-01,2012,9,2012-09,VIC,17
2012-09-01,2012,9,2012-09,WA,13
2012-10-01,2012,10,2012-10,ACT,1
2012-10-01,2012,10,2012-10,NSW,28
2012-10-01,2012,10,2012-10,NT,3
2012-10-01,2012,10,2012-10,QLD,25
2012-10-01,2012,10,2012-10,SA,5
2012-10-01,2012,10,2012-10,TAS,2
2012-10-01,2012,10,2012-10,VIC,34
2012-10-01,2012,10,2012-10,WA,19
2012-11-01,2012,11,2012-11,ACT,2
2012-11-01,2012,11,2012-11,NSW,35
2012-11-01,2012,11,2012-11,NT,4
2012-11-01,2012,11,2012-11,QLD,23
2012-11-01,2012,11,2012-11,SA,8
2012-11-01,2012,11,2012-11,TAS,1
2012-11-01,2012,11,2012-11,VIC,26
2012-11-01,2012,11,2012-11,WA,19
2012-12-01,2012,12,2012-12,ACT,1
2012-12-01,2012,12,2012-12,NSW,28
2012-12-01,2012,12,2012-12,NT,5
2012-12-01,2012,12,2012-12,QLD,22
2012-12-01,2012,12,2012-12,SA,11
2012-12-01,2012,12,2012-12,TAS,5
2012-12-01,2012,12,2012-12,VIC,24
2012-12-01,2012,12,2012-12,WA,16
2013-01-01,2013,1,2013-01,ACT,1
2013-01-01,2013,1,2013-01,NSW,15
2013-01-01,2013,1,2013-01,NT,2
2013-01-01,2013,1,2013-01,QLD,32
2013-01-01,2013,1,2013-01,SA,11
2013-01-01,2013,1,2013-01,TAS,2
2013-01-01,2013,1,2013-01,VIC,14
2013-01-01,2013,1,2013-01,WA,20
2013-02-01,2013,2,2013-02,NSW,33
2013-02-01,2013,2,2013-02,NT,1
2013-02-01,2013,2,2013-02,QLD,24
2013-02-01,2013,2,2013-02,SA,4
2013-02-01,2013,2,2013-02,TAS,3
2013-02-01,2013,2,2013-02,VIC,24
2013-02-01,2013,2,2013-02,WA,13
2013-03-01,2013,3,2013-03,ACT,3
2013-03-01,2013,3,2013-03,NSW,30
2013-03-01,2013,3,2013-03,QLD,19
2013-03-01,2013,3,2013-03,SA,17
2013-03-01,2013,3,2013-03,TAS,4
2013-03-01,2013,3,2013-03,VIC,24
2013-03-01,2013,3,2013-03,WA,8
2013-04-01,2013,4,2013-04,NSW,26
2013-04-01,2013,4,2013-04,NT,5
2013-04-01,2013,4,2013-04,QLD,24
2013-04-01,2013,4,2013-04,SA,4
2013-04-01,2013,4,2013-04,TAS,1
2013-04-01,2013,4,2013-04,VIC,19
2013-04-01,2013,4,2013-04,WA,6
2013-05-01,2013,5,2013-05,NSW,24
2013-05-01,2013,5,2013-05,NT,4
2013-05-01,2013,5,2013-05,QLD,31
2013-05-01,2013,5,2013-05,SA,5
2013-05-01,2013,5,2013-05,TAS,2
2013-05-01,2013,5,2013-05,VIC,18
2013-05-01,2013,5,2013-05,WA,25
2013-06-01,2013,6,2013-06,NSW,32
2013-06-01,2013,6,2013-06,NT,4
2013-06-01,2013,6,2013-06,QLD,17
2013-06-01,2013,6,2013-06,SA,13
2013-06-01,2013,6,2013-06,TAS,2
2013-06-01,2013,6,2013-06,VIC,13
2013-06-01,2013,6,2013-06,WA,12
2013-07-01,2013,7,2013-07,NSW,26
2013-07-01,2013,7,2013-07,NT,3
2013-07-01,2013,7,2013-07,QLD,18
2013-07-01,2013,7,2013-07,SA,11
2013-07-01,2013,7,2013-07,TAS,2
2013-07-01,2013,7,2013-07,VIC,24
2013-07-01,2013,7,2013-07,WA,13
2013-08-01,2013,8,2013-08,ACT,1
2013-08-01,2013,8,2013-08,NSW,33
2013-08-01,2013,8,2013-08,NT,5
2013-08-01,2013,8,2013-08,QLD,25
2013-08-01,2013,8,2013-08,SA,9
2013-08-01,2013,8,2013-08,TAS,2
2013-08-01,2013,8,2013-08,VIC,20
2013-08-01,2013,8,2013-08,WA,11
2013-09-01,2013,9,2013-09,ACT,1
2013-09-01,2013,9,2013-09,NSW,15
2013-09-01,2013,9,2013-09,NT,4
2013-09-01,2013,9,2013-09,QLD,25
2013-09-01,2013,9,2013-09,SA,3
2013-09-01,2013,9,2013-09,TAS,3
2013-09-01,2013,9,2013-09,VIC,19
2013-09-01,2013,9,2013-09,WA,13
2013-10-01,2013,10,2013-10,NSW,37
2013-10-01,2013,10,2013-10,NT,5
2013-10-01,2013,10,2013-10,QLD,17
2013-10-01,2013,10,2013-10,SA,6
2013-10-01,2013,10,2013-10,TAS,2
2013-10-01,2013,10,2013-10,VIC,15
2013-10-01,2013,10,2013-10,WA,12
2013-11-01,2013,11,2013-11,NSW,34
2013-11-01,2013,11,2013-11,NT,2
2013-11-01,2013,11,2013-11,QLD,20
2013-11-01,2013,11,2013-11,SA,9
2013-11-01,2013,11,2013-11,TAS,6
2013-11-01,2013,11,2013-11,VIC,23
2013-11-01,2013,11,2013-11,WA,13
2013-12-01,2013,12,2013-12,ACT,1
2013-12-01,2013,12,2013-12,NSW,28
2013-12-01,2013,12,2013-12,NT,2
2013-12-01,2013,12,2013-12,QLD,19
2013-12-01,2013,12,2013-12,SA,6
2013-12-01,2013,12,2013-12,TAS,7
2013-12-01,2013,12,2013-12,VIC,30
2013-12-01,2013,12,2013-12,WA,15
2014-01-01,2014,1,2014-01,NSW,34
2014-01-01,2014,1,2014-01,NT,3
2014-01-01,2014,1,2014-01,QLD,18
2014-01-01,2014,1,2014-01,SA,8
2014-01-01,2014,1,2014-01,TAS,2
2014-01-01,2014,1,2014-01,VIC,25
2014-01-01,2014,1,2014-01,WA,7
2014-02-01,2014,2,2014-02,ACT,2
2014-02-01,2014,2,2014-02,NSW,29
2014-02-01,2014,2,2014-02,NT,3
2014-02-01,2014,2,2014-02,QLD,12
2014-02-01,2014,2,2014-02,SA,5
2014-02-01,2014,2,2014-02,TAS,1
2014-02-01,2014,2,2014-02,VIC,21
2014-02-01,2014,2,2014-02,WA,15
2014-03-01,2014,3,2014-03,ACT,2
2014-03-01,2014,3,2014-03,NSW,26
2014-03-01,2014,3,2014-03,NT,3
2014-03-01,2014,3,2014-03,QLD,22
2014-03-01,2014,3,2014-03,SA,12
2014-03-01,2014,3,2014-03,TAS,2
2014-03-01,2014,3,2014-03,VIC,25
2014-03-01,2014,3,2014-03,WA,19
2014-04-01,2014,4,2014-04,NSW,20
2014-04-01,2014,4,2014-04,NT,2
2014-04-01,2014,4,2014-04,QLD,12
2014-04-01,2014,4,2014-04,SA,5
2014-04-01,2014,4,2014-04,TAS,4
2014-04-01,2014,4,2014-04,VIC,14
2014-04-01,2014,4,2014-04,WA,15
2014-05-01,2014,5,2014-05,NSW,30
2014-05-01,2014,5,2014-05,NT,7
2014-05-01,2014,5,2014-05,QLD,22
2014-05-01,2014,5,2014-05,SA,7
2014-05-01,2014,5,2014-05,TAS,4
2014-05-01,2014,5,2014-05,VIC,23
2014-05-01,2014,5,2014-05,WA,9
2014-06-01,2014,6,2014-06,ACT,1
2014-06-01,2014,6,2014-06,NSW,25
2014-06-01,2014,6,2014-06,NT,3
2014-06-01,2014,6,2014-06,QLD,19
2014-06-01,2014,6,2014-06,SA,6
2014-06-01,2014,6,2014-06,TAS,2
2014-06-01,2014,6,2014-06,VIC,17
2014-06-01,2014,6,2014-06,WA,17
2014-07-01,2014,7,2014-07,NSW,19
2014-07-01,2014,7,2014-07,NT,3
2014-07-01,2014,7,2014-07,QLD,19
2014-07-01,2014,7,2014-07,SA,9
2014-07-01,2014,7,2014-07,TAS,4
2014-07-01,2014,7,2014-07,VIC,22
2014-07-01,2014,7,2014-07,WA,17
2014-08-01,2014,8,2014-08,ACT,1
2014-08-01,2014,8,2014-08,NSW,27
2014-08-01,2014,8,2014-08,NT,4
2014-08-01,2014,8,2014-08,QLD,25
2014-08-01,2014,8,2014-08,SA,8
2014-08-01,2014,8,2014-08,TAS,2
2014-08-01,2014,8,2014-08,VIC,21
2014-08-01,2014,8,2014-08,WA,13
2014-09-01,2014,9,2014-09,ACT,2
2014-09-01,2014,9,2014-09,NSW,24
2014-09-01,2014,9,2014-09,NT,2
2014-09-01,2014,9,2014-09,QLD,21
2014-09-01,2014,9,2014-09,SA,11
2014-09-01,2014,9,2014-09,TAS,3
2014-09-01,2014,9,2014-09,VIC,20
2014-09-01,2014,9,2014-09,WA,16
2014-10-01,2014,10,2014-10,NSW,26
2014-10-01,2014,10,2014-10,NT,5
2014-10-01,2014,10,2014-10,QLD,20
2014-10-01,2014,10,2014-10,SA,9
2014-10-01,2014,10,2014-10,TAS,3
2014-10-01,2014,10,2014-10,VIC,19
2014-10-01,2014,10,2014-10,WA,22
2014-11-01,2014,11,2014-11,ACT,1
2014-11-01,2014,11,2014-11,NSW,29
2014-11-01,2014,11,2014-11,NT,2
2014-11-01,2014,11,2014-11,QLD,20
2014-11-01,2014,11,2014-11,SA,8
2014-11-01,2014,11,2014-11,TAS,4
2014-11-01,2014,11,2014-11,VIC,28
2014-11-01,2014,11,2014-11,WA,16
2014-12-01,2014,12,2014-12,ACT,1
2014-12-01,2014,12,2014-12,NSW,18
2014-12-01,2014,12,2014-12,NT,2
2014-12-01,2014,12,2014-12,QLD,13
2014-12-01,2014,12,2014-12,SA,20
2014-12-01,2014,12,2014-12,TAS,2
2014-12-01,2014,12,2014-12,VIC,13
2014-12-01,2014,12,2014-12,WA,16
2015-01-01,2015,1,2015-01,ACT,1
2015-01-01,2015,1,2015-01,NSW,37
2015-01-01,2015,1,2015-01,NT,1
2015-01-01,2015,1,2015-01,QLD,16
2015-01-01,2015,1,2015-01,SA,13
2015-01-01,2015,1,2015-01,TAS,3
2015-01-01,2015,1,2015-01,VIC,24
2015-01-01,2015,1,2015-01,WA,10
2015-02-01,2015,2,2015-02,NSW,16
2015-02-01,2015,2,2015-02,NT,3
2015-02-01,2015,2,2015-02,QLD,10
2015-02-01,2015,2,2015-02,SA,4
2015-02-01,2015,2,2015-02,TAS,5
2015-02-01,2015,2,2015-02,VIC,20
2015-02-01,2015,2,2015-02,WA,14
2015-03-01,2015,3,2015-03,NSW,24
2015-03-01,2015,3,2015-03,NT,4
2015-03-01,2015,3,2015-03,QLD,21
2015-03-01,2015,3,2015-03,SA,3
2015-03-01,2015,3,2015-03,TAS,3
2015-03-01,2015,3,2015-03,VIC,22
2015-03-01,2015,3,2015-03,WA,19
2015-04-01,2015,4,2015-04,ACT,1
2015-04-01,2015,4,2015-04,NSW,24
2015-04-01,2015,4,2015-04,NT,2
2015-04-01,2015,4,2015-04,QLD,29
2015-04-01,2015,4,2015-04,SA,9
2015-04-01,2015,4,2015-04,VIC,22
2015-04-01,2015,4,2015-04,WA,14
2015-05-01,2015,5,2015-05,ACT,2
2015-05-01,2015,5,2015-05,NSW,35
2015-05-01,2015,5,2015-05,NT,5
2015-05-01,2015,5,2015-05,QLD,22
2015-05-01,2015,5,2015-05,SA,8
2015-05-01,2015,5,2015-05,TAS,2
2015-05-01,2015,5,2015-05,VIC,21
2015-05-01,2015,5,2015-05,WA,10
2015-06-01,2015,6,2015-06,ACT,2
2015-06-01,2015,6,2015-06,NSW,25
2015-06-01,2015,6,2015-06,NT,8
2015-06-01,2015,6,2015-06,QLD,19
2015-06-01,2015,6,2015-06,SA,11
2015-06-01,2015,6,2015-06,TAS,2
2015-06-01,2015,6,2015-06,VIC,22
2015-06-01,2015,6,2015-06,WA,12
2015-07-01,2015,7,2015-07,ACT,2
2015-07-01,2015,7,2015-07,NSW,31
2015-07-01,2015,7,2015-07,NT,4
2015-07-01,2015,7,2015-07,QLD,24
2015-07-01,2015,7,2015-07,SA,4
2015-07-01,2015,7,2015-07,TAS,6
2015-07-01,2015,7,2015-07,VIC,18
2015-07-01,2015,7,2015-07,WA,5
2015-08-01,2015,8,2015-08,NSW,40
2015-08-01,2015,8,2015-08,NT,7
2015-08-01,2015,8,2015-08,QLD,18
2015-08-01,2015,8,2015-08,SA,11
2015-08-01,2015,8,2015-08,TAS,1
2015-08-01,2015,8,2015-08,VIC,26
2015-08-01,2015,8,2015-08,WA,21
2015-09-01,2015,9,2015-09,ACT,2
2015-09-01,2015,9,2015-09,NSW,26
2015-09-01,2015,9,2015-09,NT,3
2015-09-01,2015,9,2015-09,QLD,21
2015-09-01,2015,9,2015-09,SA,7
2015-09-01,2015,9,2015-09,TAS,4
2015-09-01,2015,9,2015-09,VIC,14
2015-09-01,2015,9,2015-09,WA,15
2015-10-01,2015,10,2015-10,NSW,32
2015-10-01,2015,10,2015-10,NT,4
2015-10-01,2015,10,2015-10,QLD,26
2015-10-01,2015,10,2015-10,SA,19
2015-10-01,2015,10,2015-10,TAS,5
2015-10-01,2015,10,2015-10,VIC,27
2015-10-01,2015,10,2015-10,WA,12
2015-11-01,2015,11,2015-11,ACT,1
2015-11-01,2015,11,2015-11,NSW,32
2015-11-01,2015,11,2015-11,NT,1
2015-11-01,2015,11,2015-11,QLD,24
2015-11-01,2015,11,2015-11,SA,8
2015-11-01,2015,11,2015-11,TAS,1
2015-11-01,2015,11,2015-11,VIC,17
2015-11-01,2015,11,2015-11,WA,12
2015-12-01,2015,12,2015-12,ACT,4
